complaint_reviews1
Domain,Sub Domain,Product Name,Product Link,Review,Review Date,Customer Name,Customer Rating,Customer Images,Colour,Finish,Formulation,Coverage,Complaint Label
Lipstick,Maybelline New York,"Maybelline New York Matte Lipstick, Intense Colour, Moisturised Lips, Color Sensational Creamy Matte, 507 Almond Pink, 3.9g",https://www.amazon.in/Maybelline-Sensational-Powder-Lipstick-Almond/dp/B078QB5DC7/ref=cm_cr_arp_d_product_top?ie=UTF8,Plz returns this product fully damaged lipstick.,23 Oct 2023,Dameged product,1.0,"['https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/712xija9ddL._SY88.jpg', 'https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/717tkbACbJL._SY88.jpg']",Almond Pink,Matte,Stick,Full Coverage,1
Lipstick,Maybelline New York,"Maybelline New York Matte Lipstick, Intense Colour, Moisturised Lips, Color Sensational Creamy Matte, 507 Almond Pink, 3.9g",https://www.amazon.in/Maybelline-Sensational-Powder-Lipstick-Almond/dp/B078QB5DC7/ref=cm_cr_arp_d_product_top?ie=UTF8,It is my favorite shade really disappointed,20 Oct 2023,ANCHAL TIWARI,1.0,"['https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/61PGiEWofvL._SY88.jpg', 'https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/61TDCFaE5RL._SY88.jpg', 'https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71he+TZjG-L._SY88.jpg']",Almond Pink,Matte,Stick,Full Coverage,1
Lipstick,Maybelline New York,"Maybelline New York Matte Lipstick, Intense Colour, Moisturised Lips, Color Sensational Creamy Matte, 507 Almond Pink, 3.9g",/Maybelline-Sensational-Powder-Lipstick-Almond/dp/B078QB5DC7/ref=cm_cr_arp_d_product_top?ie=UTF8,"It's hydrating.. moisturizing...colour stays for long time. This shade suits more on fair skin. The shade is 676 ""East Village Rose"" . If you want a decent lipstick go for it.",01 Nov 2023,Jayshree Sharma,4.0,['https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/610pgX7mDsL._SY88.jpg'],Almond Pink,Matte,Stick,Full Coverage,1
Lipstick,Maybelline New York,"Maybelline New York Matte Lipstick, Intense Colour, Moisturised Lips, Color Sensational Creamy Matte, 507 Almond Pink, 3.9g",/Maybelline-Sensational-Powder-Lipstick-Almond/dp/B078QB5DC7/ref=cm_cr_arp_d_product_top?ie=UTF8,The media could not be loaded. Shade is very good for indian skin tone.Ladies go for it. Use lip balm before applying lipstick for long lasting. Thank you,21 Oct 2023,Sumaiya,4.0,"['https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/617wgtYRCdL._SY88.jpg', 'https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/61T8hgrpYLL._SY88.jpg', 'https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/61z9AK8VyZL._SY88.jpg']",Almond Pink,Matte,Stick,Full Coverage,1
Lipstick,Maybelline New York,"Maybelline New York Matte Lipstick, Intense Colour, Moisturised Lips, Color Sensational Creamy Matte, 507 Almond Pink, 3.9g",/Maybelline-Sensational-Powder-Lipstick-Almond/dp/B078QB5DC7/ref=cm_cr_arp_d_product_top?ie=UTF8,It’s will go off your lips in an hour or two but the packaging is nice and the feel and texture of the lipstick is great formulation is good,12 Oct 2023,Saee Patil,4.0,['https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71kCbLlQEBL._SY88.jpg'],Almond Pink,Matte,Stick,Full Coverage,1
Lipstick,Maybelline New York,"Maybelline New York Matte Lipstick, Intense Colour, Moisturised Lips, Color Sensational Creamy Matte, 507 Almond Pink, 3.9g",/Maybelline-Sensational-Powder-Lipstick-Almond/dp/B078QB5DC7/ref=cm_cr_arp_d_product_top?ie=UTF8,Very Nice and long lasting Lipstik. Very smooth as well. I liked it very much.,10 Oct 2023,Manoj Shah,4.0,['https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71agEjMLLhL._SY88.jpg'],Almond Pink,Matte,Stick,Full Coverage,1
Lipstick,Maybelline New York,"Maybelline New York Matte Lipstick, Intense Colour, Moisturised Lips, Color Sensational Creamy Matte, 507 Almond Pink, 3.9g",/Maybelline-Sensational-Powder-Lipstick-Almond/dp/B078QB5DC7/ref=cm_cr_arp_d_product_top?ie=UTF8,They r good smooth n creamy texture but they r not transfer proof..,29 Nov 2023,afreen Jamadar,3.0,"['https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/612GDQu+UxL._SY88.jpg', 'https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/61nzkDxXq9L._SY88.jpg', 'https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71NBlfTesLL._SY88.jpg']",Almond Pink,Matte,Stick,Full Coverage,1
Lipstick,Maybelline New York,"Maybelline New York Matte Lipstick, Intense Colour, Moisturised Lips, Color Sensational Creamy Matte, 507 Almond Pink, 3.9g",/Maybelline-Sensational-Powder-Lipstick-Almond/dp/B078QB5DC7/ref=cm_cr_arp_d_product_top?ie=UTF8,The media could not be loaded. Very nice shade,28 Oct 2023,Sangita,4.0,,Almond Pink,Matte,Stick,Full Coverage,1
Lipstick,Maybelline New York,"Maybelline New York Matte Lipstick, Intense Colour, Moisturised Lips, Color Sensational Creamy Matte, 507 Almond Pink, 3.9g",/Maybelline-Sensational-Powder-Lipstick-Almond/dp/B078QB5DC7/ref=cm_cr_arp_d_product_top?ie=UTF8,Perfect,11 Dec 2023,Placeholder,5.0,['https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71Dg4d1umTL._SY88.jpg'],Almond Pink,Matte,Stick,Full Coverage,1
Lipstick,Maybelline New York,"Maybelline New York Matte Lipstick, Intense Colour, Moisturised Lips, Color Sensational Creamy Matte, 507 Almond Pink, 3.9g",/Maybelline-Sensational-Powder-Lipstick-Almond/dp/B078QB5DC7/ref=cm_cr_arp_d_product_top?ie=UTF8,"I have bought nude nuances shade, which is suitable only for fair skin tone. Texture of the lipstick is very creamy and comfortable. Though it does not last longer.",14 Nov 2023,fashionfreak,5.0,['https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/71zOlNZ0yqL._SY88.jpg'],Almond Pink,Matte,Stick,Full Coverage,1
Lipstick,Maybelline New York,"Maybelline New York Matte Lipstick, Intense Colour, Moisturised Lips, Color Sensational Creamy Matte, 507 Almond Pink, 3.9g",/Maybelline-Sensational-Powder-Lipstick-Almond/dp/B078QB5DC7/ref=cm_cr_arp_d_product_top?ie=UTF8,"Very soft and moisturiser. Good to apply, feeling creamy .",01 Dec 2023,Subashini,5.0,"['https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/614iIDG4LnL._SY88.jpg', 'https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/61EfM-F9-VL._SY88.jpg']",Almond Pink,Matte,Stick,Full Coverage,1
Lipstick,Maybelline New York,"Maybelline New York Matte Lipstick, Intense Colour, Moisturised Lips, Color Sensational Creamy Matte, 507 Almond Pink, 3.9g",/Maybelline-Sensational-Powder-Lipstick-Almond/dp/B078QB5DC7/ref=cm_cr_arp_d_product_top?ie=UTF8,I love maybelline lipstick range.highly pigmented lipsticks.highly recommended.,27 Sep 2023,SK,4.0,"['https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/519oE5NflKL._SY88.jpg', 'https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/51nJbfn9faL._SY88.jpg']",Almond Pink,Matte,Stick,Full Coverage,1
Lipstick,Maybelline New York,"Maybelline New York Matte Lipstick, Intense Colour, Moisturised Lips, Color Sensational Creamy Matte, 507 Almond Pink, 3.9g",/Maybelline-Sensational-Powder-Lipstick-Almond/dp/B078QB5DC7/ref=cm_cr_arp_d_product_top?ie=UTF8,"It's hydrating.. moisturizing...colour stays for long time. This shade suits more on fair skin. The shade is 676 ""East Village Rose"" . If you want a decent lipstick go for it.",01 Nov 2023,Jayshree Sharma,4.0,['https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/610pgX7mDsL._SY88.jpg'],Almond Pink,Matte,Stick,Full Coverage,0
Lipstick,Maybelline New York,"Maybelline New York Matte Lipstick, Intense Colour, Moisturised Lips, Color Sensational Creamy Matte, 507 Almond Pink, 3.9g",/Maybelline-Sensational-Powder-Lipstick-Almond/dp/B078QB5DC7/ref=cm_cr_arp_d_product_top?ie=UTF8,The media could not be loaded. Shade is very good for indian skin tone.Ladies go for it. Use lip balm before applying lipstick for long lasting. Thank you,21 Oct 2023,Sumaiya,4.0,"['https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/617wgtYRCdL._SY88.jpg', 'https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/61T8hgrpYLL._SY88.jpg', 'https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/61z9AK8VyZL._SY88.jpg']",Almond Pink,Matte,Stick,Full Coverage,0
Lipstick,Maybelline New York,"Maybelline New York Matte Lipstick, Intense Colour, Moisturised Lips, Color Sensational Creamy Matte, 507 Almond Pink, 3.9g",/Maybelline-Sensational-Powder-Lipstick-Almond/dp/B078QB5DC7/ref=cm_cr_arp_d_product_top?ie=UTF8,It’s will go off your lips in an hour or two but the packaging is nice and the feel and texture of the lipstick is great formulation is good,12 Oct 2023,Saee Patil,4.0,['https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71kCbLlQEBL._SY88.jpg'],Almond Pink,Matte,Stick,Full Coverage,0
Lipstick,Maybelline New York,"Maybelline New York Matte Lipstick, Intense Colour, Moisturised Lips, Color Sensational Creamy Matte, 507 Almond Pink, 3.9g",/Maybelline-Sensational-Powder-Lipstick-Almond/dp/B078QB5DC7/ref=cm_cr_arp_d_product_top?ie=UTF8,Very Nice and long lasting Lipstik. Very smooth as well. I liked it very much.,10 Oct 2023,Manoj Shah,4.0,['https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71agEjMLLhL._SY88.jpg'],Almond Pink,Matte,Stick,Full Coverage,0
Lipstick,Maybelline New York,"Maybelline New York Matte Lipstick, Intense Colour, Moisturised Lips, Color Sensational Creamy Matte, 507 Almond Pink, 3.9g",/Maybelline-Sensational-Powder-Lipstick-Almond/dp/B078QB5DC7/ref=cm_cr_arp_d_product_top?ie=UTF8,They r good smooth n creamy texture but they r not transfer proof..,29 Nov 2023,afreen Jamadar,3.0,"['https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/612GDQu+UxL._SY88.jpg', 'https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/61nzkDxXq9L._SY88.jpg', 'https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71NBlfTesLL._SY88.jpg']",Almond Pink,Matte,Stick,Full Coverage,0
Lipstick,Maybelline New York,"Maybelline New York Matte Lipstick, Intense Colour, Moisturised Lips, Color Sensational Creamy Matte, 507 Almond Pink, 3.9g",/Maybelline-Sensational-Powder-Lipstick-Almond/dp/B078QB5DC7/ref=cm_cr_arp_d_product_top?ie=UTF8,The media could not be loaded. Very nice shade,28 Oct 2023,Sangita,4.0,,Almond Pink,Matte,Stick,Full Coverage,0
Lipstick,Maybelline New York,"Maybelline New York Matte Lipstick, Intense Colour, Moisturised Lips, Color Sensational Creamy Matte, 507 Almond Pink, 3.9g",/Maybelline-Sensational-Powder-Lipstick-Almond/dp/B078QB5DC7/ref=cm_cr_arp_d_product_top?ie=UTF8,Perfect,11 Dec 2023,Placeholder,5.0,['https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71Dg4d1umTL._SY88.jpg'],Almond Pink,Matte,Stick,Full Coverage,0
Lipstick,Maybelline New York,"Maybelline New York Matte Lipstick, Intense Colour, Moisturised Lips, Color Sensational Creamy Matte, 507 Almond Pink, 3.9g",/Maybelline-Sensational-Powder-Lipstick-Almond/dp/B078QB5DC7/ref=cm_cr_arp_d_product_top?ie=UTF8,"I have bought nude nuances shade, which is suitable only for fair skin tone. Texture of the lipstick is very creamy and comfortable. Though it does not last longer.",14 Nov 2023,fashionfreak,5.0,['https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/71zOlNZ0yqL._SY88.jpg'],Almond Pink,Matte,Stick,Full Coverage,0
Lipstick,Maybelline New York,"Maybelline New York Matte Lipstick, Intense Colour, Moisturised Lips, Color Sensational Creamy Matte, 507 Almond Pink, 3.9g",/Maybelline-Sensational-Powder-Lipstick-Almond/dp/B078QB5DC7/ref=cm_cr_arp_d_product_top?ie=UTF8,"Very soft and moisturiser. Good to apply, feeling creamy .",01 Dec 2023,Subashini,5.0,"['https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/614iIDG4LnL._SY88.jpg', 'https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/61EfM-F9-VL._SY88.jpg']",Almond Pink,Matte,Stick,Full Coverage,0
Lipstick,Maybelline New York,"Maybelline New York Matte Lipstick, Intense Colour, Moisturised Lips, Color Sensational Creamy Matte, 507 Almond Pink, 3.9g",/Maybelline-Sensational-Powder-Lipstick-Almond/dp/B078QB5DC7/ref=cm_cr_arp_d_product_top?ie=UTF8,I love maybelline lipstick range.highly pigmented lipsticks.highly recommended.,27 Sep 2023,SK,4.0,"['https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/519oE5NflKL._SY88.jpg', 'https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/51nJbfn9faL._SY88.jpg']",Almond Pink,Matte,Stick,Full Coverage,0
Lipstick,M.A.C,M.A.C Matte Lipstick Russian Red,https://www.amazon.in/M-A-C-Matte-Lipstick-Russian-Red/dp/B0006LNKYG/ref=cm_cr_arp_d_product_top?ie=UTF8,Yar itna bebkoof banate h ye log...i got different colour and very bad quality lipstick...,09 Feb 2018,GAURAV PRATAP SINGH,1.0,['https://images-na.ssl-images-amazon.com/images/W/MEDIAX_792452-T1/images/I/61tPsWFzKkL._SY88.jpg'],Russian red,"Semi-Matte, Matte",Stick,Full Coverage,1
Lipstick,M.A.C,M.A.C Matte Lipstick Russian Red,https://www.amazon.in/M-A-C-Matte-Lipstick-Russian-Red/dp/B0006LNKYG/ref=cm_cr_arp_d_product_top?ie=UTF8,Really unhappy with the packaging on this ‘new item’. Box is ripped and does not look new. This is meant to be a present but I’m happy to give it as planned.,22 Jan 2019,Kindle Customer,,,Russian red,"Semi-Matte, Matte",Stick,Full Coverage,1
Lipstick,M.A.C,M.A.C Matte Lipstick Russian Red,https://www.amazon.in/M-A-C-Matte-Lipstick-Russian-Red/dp/B0006LNKYG/ref=cm_cr_arp_d_product_top?ie=UTF8,this is fake Mac lipstick. it is runny. and too creamy. I've never been so mad. I ordered this with over night shipping (came late) to match a dress I have. looks nothing like the color. And also half of the bottle is MELTED. this is s***ty (excuse my French) lipstick. Never again will I buy this brand. FAKE.  If you have ever purchased a mac lipstick before its small. This bottle is huge.,21 May 2015,Meagan,,,Russian red,"Semi-Matte, Matte",Stick,Full Coverage,1
Lipstick,M.A.C,M.A.C Matte Lipstick Russian Red,https://www.amazon.in/M-A-C-Matte-Lipstick-Russian-Red/dp/B0006LNKYG/ref=cm_cr_arp_d_product_top?ie=UTF8,"I paid $25 for what I thought would be an original MAC Russian Red lipstick and instead received a very cheap, very fake lipstick that is not even close to a real MAC lipstick! This is a joke! See pics- I have a real MAC lipstick so I am no fool. 100% disappointed, buyer beware.",12 Jun 2018,Leendert de Blaeij,,,Russian red,"Semi-Matte, Matte",Stick,Full Coverage,1
Lipstick,M.A.C,M.A.C Matte Lipstick Russian Red,https://www.amazon.in/M-A-C-Matte-Lipstick-Russian-Red/dp/B0006LNKYG/ref=cm_cr_arp_d_product_top?ie=UTF8,This lipstick is tiny. Appears to be travel or trial size - at full size price. Not at all what I expected. Disappointed.,28 Jul 2018,kgdawson,,,Russian red,"Semi-Matte, Matte",Stick,Full Coverage,1
Lipstick,M.A.C,M.A.C Matte Lipstick Russian Red,https://www.amazon.in/M-A-C-Matte-Lipstick-Russian-Red/dp/B0006LNKYG/ref=cm_cr_arp_d_product_top?ie=UTF8,So kam mein Lippenstift bei mir zu Hause an.,15 Feb 2019,Amazon Kunde,,,Russian red,"Semi-Matte, Matte",Stick,Full Coverage,1
Lipstick,M.A.C,M.A.C Matte Lipstick Russian Red,https://www.amazon.in/M-A-C-Matte-Lipstick-Russian-Red/dp/B0006LNKYG/ref=cm_cr_arp_d_product_top?ie=UTF8,"Me encanta el color,pero la entrega nefasta! Me a llegado roto",06 Sep 2020,librada,,,Russian red,"Semi-Matte, Matte",Stick,Full Coverage,1
Lipstick,M.A.C,M.A.C Matte Lipstick Russian Red,/M-A-C-Matte-Lipstick-Russian-Red/dp/B0006LNKYG/ref=cm_cr_arp_d_product_top?ie=UTF8,Yar itna bebkoof banate h ye log...i got different colour and very bad quality lipstick...,09 Feb 2018,GAURAV PRATAP SINGH,1.0,['https://images-na.ssl-images-amazon.com/images/W/MEDIAX_792452-T1/images/I/61tPsWFzKkL._SY88.jpg'],Russian red,"Semi-Matte, Matte",Stick,Full Coverage,1
Lipstick,M.A.C,M.A.C Matte Lipstick Russian Red,/M-A-C-Matte-Lipstick-Russian-Red/dp/B0006LNKYG/ref=cm_cr_arp_d_product_top?ie=UTF8,The media could not be loaded. Although this is one of my favorite shades I do feel like the red could be more pigmented,06 Sep 2023,laasia gardner,,,Russian red,"Semi-Matte, Matte",Stick,Full Coverage,1
Lipstick,M.A.C,M.A.C Matte Lipstick Russian Red,/M-A-C-Matte-Lipstick-Russian-Red/dp/B0006LNKYG/ref=cm_cr_arp_d_product_top?ie=UTF8,Thanks Amazon ❤️,08 Aug 2023,Pinar Günes,,,Russian red,"Semi-Matte, Matte",Stick,Full Coverage,1
Lipstick,M.A.C,M.A.C Matte Lipstick Russian Red,/M-A-C-Matte-Lipstick-Russian-Red/dp/B0006LNKYG/ref=cm_cr_arp_d_product_top?ie=UTF8,"IL ROSSO PER ECCELLENZA! Pagato 14€ scontato,devo ammettere che Mac è sempre una garanzia,ho sempre acquistato i loro rossetti ma anche in generale i loro prodotti e ne sono rimasta sempre piacevolmente soddisfatta. In particolare lui dura molto sulle labbra senza seccarle eccessivamente. È un rosso a mio parere universale,che sta bene su ogni tipo di carnagione!!",19 Feb 2022,Valentina,,,Russian red,"Semi-Matte, Matte",Stick,Full Coverage,1
Lipstick,M.A.C,M.A.C Matte Lipstick Russian Red,/M-A-C-Matte-Lipstick-Russian-Red/dp/B0006LNKYG/ref=cm_cr_arp_d_product_top?ie=UTF8,"Der Farbton ist echt schön und angenehm auf den Lippen (sieht auf dem Bild etwas heller aus), allerdings muss man zusätzlich eine Fixierung dafür kaufen, weil er komplett abfärbt.",28 Oct 2020,S.L.,,,Russian red,"Semi-Matte, Matte",Stick,Full Coverage,1
Lipstick,M.A.C,M.A.C Matte Lipstick Russian Red,/M-A-C-Matte-Lipstick-Russian-Red/dp/B0006LNKYG/ref=cm_cr_arp_d_product_top?ie=UTF8,"I love the shade, just what I expected. But it leaves stain on lips by the end of the day like an old and expired lipstick:( Not sure if the seller sold me an old one, since the box doesn't have any info. Plus not even sure if its an original MAC! But shade is awesome. The shade looks like the picture when applied little.",01 Jul 2015,TheTutuGal,,,Russian red,"Semi-Matte, Matte",Stick,Full Coverage,1
Lipstick,M.A.C,M.A.C Matte Lipstick Russian Red,/M-A-C-Matte-Lipstick-Russian-Red/dp/B0006LNKYG/ref=cm_cr_arp_d_product_top?ie=UTF8,Very pretty color. It looks just like the picture. I keep this one n my purse.,02 Sep 2018,Hessens girl,,,Russian red,"Semi-Matte, Matte",Stick,Full Coverage,1
Lipstick,M.A.C,M.A.C Matte Lipstick Russian Red,/M-A-C-Matte-Lipstick-Russian-Red/dp/B0006LNKYG/ref=cm_cr_arp_d_product_top?ie=UTF8,This is a very dramatic and captivating red. Perfect for stage or everyday use!! People always ask what it is when I wear it.,12 May 2015,Director Manus,,,Russian red,"Semi-Matte, Matte",Stick,Full Coverage,1
Lipstick,M.A.C,M.A.C Matte Lipstick Russian Red,/M-A-C-Matte-Lipstick-Russian-Red/dp/B0006LNKYG/ref=cm_cr_arp_d_product_top?ie=UTF8,This is NOT a full size product.  The lipstick on the left is the product I received.  The lipstick on the right is a full size MAC lipstick.  Don’t be duped - like me.,23 Aug 2018,Laura W.,,,Russian red,"Semi-Matte, Matte",Stick,Full Coverage,1
Lipstick,M.A.C,M.A.C Matte Lipstick Russian Red,/M-A-C-Matte-Lipstick-Russian-Red/dp/B0006LNKYG/ref=cm_cr_arp_d_product_top?ie=UTF8,Really unhappy with the packaging on this ‘new item’. Box is ripped and does not look new. This is meant to be a present but I’m happy to give it as planned.,22 Jan 2019,Kindle Customer,,,Russian red,"Semi-Matte, Matte",Stick,Full Coverage,1
Lipstick,M.A.C,M.A.C Matte Lipstick Russian Red,/M-A-C-Matte-Lipstick-Russian-Red/dp/B0006LNKYG/ref=cm_cr_arp_d_product_top?ie=UTF8,Yar itna bebkoof banate h ye log...i got different colour and very bad quality lipstick...,09 Feb 2018,GAURAV PRATAP SINGH,1.0,['https://images-na.ssl-images-amazon.com/images/I/61tPsWFzKkL._SY88.jpg'],Russian red,"Semi-Matte, Matte",Stick,Full Coverage,0
Lipstick,M.A.C,M.A.C Matte Lipstick Russian Red,/M-A-C-Matte-Lipstick-Russian-Red/dp/B0006LNKYG/ref=cm_cr_arp_d_product_top?ie=UTF8,The media could not be loaded. Although this is one of my favorite shades I do feel like the red could be more pigmented,06 Sep 2023,laasia gardner,,,Russian red,"Semi-Matte, Matte",Stick,Full Coverage,0
Lipstick,M.A.C,M.A.C Matte Lipstick Russian Red,/M-A-C-Matte-Lipstick-Russian-Red/dp/B0006LNKYG/ref=cm_cr_arp_d_product_top?ie=UTF8,Thanks Amazon ❤️,08 Aug 2023,Pinar Günes,,,Russian red,"Semi-Matte, Matte",Stick,Full Coverage,0
Lipstick,M.A.C,M.A.C Matte Lipstick Russian Red,/M-A-C-Matte-Lipstick-Russian-Red/dp/B0006LNKYG/ref=cm_cr_arp_d_product_top?ie=UTF8,"IL ROSSO PER ECCELLENZA! Pagato 14€ scontato,devo ammettere che Mac è sempre una garanzia,ho sempre acquistato i loro rossetti ma anche in generale i loro prodotti e ne sono rimasta sempre piacevolmente soddisfatta. In particolare lui dura molto sulle labbra senza seccarle eccessivamente. È un rosso a mio parere universale,che sta bene su ogni tipo di carnagione!!",19 Feb 2022,Valentina,,,Russian red,"Semi-Matte, Matte",Stick,Full Coverage,0
Lipstick,M.A.C,M.A.C Matte Lipstick Russian Red,/M-A-C-Matte-Lipstick-Russian-Red/dp/B0006LNKYG/ref=cm_cr_arp_d_product_top?ie=UTF8,"Der Farbton ist echt schön und angenehm auf den Lippen (sieht auf dem Bild etwas heller aus), allerdings muss man zusätzlich eine Fixierung dafür kaufen, weil er komplett abfärbt.",28 Oct 2020,S.L.,,,Russian red,"Semi-Matte, Matte",Stick,Full Coverage,0
Lipstick,M.A.C,M.A.C Matte Lipstick Russian Red,/M-A-C-Matte-Lipstick-Russian-Red/dp/B0006LNKYG/ref=cm_cr_arp_d_product_top?ie=UTF8,"I love the shade, just what I expected. But it leaves stain on lips by the end of the day like an old and expired lipstick:( Not sure if the seller sold me an old one, since the box doesn't have any info. Plus not even sure if its an original MAC! But shade is awesome. The shade looks like the picture when applied little.",01 Jul 2015,TheTutuGal,,,Russian red,"Semi-Matte, Matte",Stick,Full Coverage,0
Lipstick,M.A.C,M.A.C Matte Lipstick Russian Red,/M-A-C-Matte-Lipstick-Russian-Red/dp/B0006LNKYG/ref=cm_cr_arp_d_product_top?ie=UTF8,Very pretty color. It looks just like the picture. I keep this one n my purse.,02 Sep 2018,Hessens girl,,,Russian red,"Semi-Matte, Matte",Stick,Full Coverage,0
Lipstick,M.A.C,M.A.C Matte Lipstick Russian Red,/M-A-C-Matte-Lipstick-Russian-Red/dp/B0006LNKYG/ref=cm_cr_arp_d_product_top?ie=UTF8,This is a very dramatic and captivating red. Perfect for stage or everyday use!! People always ask what it is when I wear it.,12 May 2015,Director Manus,,,Russian red,"Semi-Matte, Matte",Stick,Full Coverage,0
Lipstick,M.A.C,M.A.C Matte Lipstick Russian Red,/M-A-C-Matte-Lipstick-Russian-Red/dp/B0006LNKYG/ref=cm_cr_arp_d_product_top?ie=UTF8,This is NOT a full size product.  The lipstick on the left is the product I received.  The lipstick on the right is a full size MAC lipstick.  Don’t be duped - like me.,23 Aug 2018,Laura W.,,,Russian red,"Semi-Matte, Matte",Stick,Full Coverage,0
Lipstick,M.A.C,M.A.C Matte Lipstick Russian Red,/M-A-C-Matte-Lipstick-Russian-Red/dp/B0006LNKYG/ref=cm_cr_arp_d_product_top?ie=UTF8,Really unhappy with the packaging on this ‘new item’. Box is ripped and does not look new. This is meant to be a present but I’m happy to give it as planned.,22 Jan 2019,Kindle Customer,,,Russian red,"Semi-Matte, Matte",Stick,Full Coverage,0
Lipstick,Nykaa Fashion,Nykaa So Creme! Creamy Matte Lipstick - Let It Snooze,https://www.amazon.in/Nykaa-Creme-Creamy-Matte-Lipstick/dp/B08M9NB6DM/ref=cm_cr_arp_d_product_top?ie=UTF8,,01 Feb 2022,Mudit Shukla,1.0,['https://m.media-amazon.com/images/I/71oZ2ffZ3BL._SY88.jpg'],Let it Snooze,Matte,Stick,Lightweight,1
Lipstick,Nykaa Fashion,Nykaa So Creme! Creamy Matte Lipstick - Let It Snooze,/Nykaa-Creme-Creamy-Matte-Lipstick/dp/B08M9NB6DM/ref=cm_cr_arp_d_product_top?ie=UTF8,The media could not be loaded.,03 Nov 2023,Amazon Customer,5.0,,Let it Snooze,Matte,Stick,Lightweight,1
Lipstick,Nykaa Fashion,Nykaa So Creme! Creamy Matte Lipstick - Let It Snooze,/Nykaa-Creme-Creamy-Matte-Lipstick/dp/B08M9NB6DM/ref=cm_cr_arp_d_product_top?ie=UTF8,This product has some water bubbles on it. Not very worth.,04 Oct 2022,Athmaselvi,3.0,['https://m.media-amazon.com/images/I/61CACUt8HWL._SY88.jpg'],Let it Snooze,Matte,Stick,Lightweight,1
Lipstick,Nykaa Fashion,Nykaa So Creme! Creamy Matte Lipstick - Let It Snooze,/Nykaa-Creme-Creamy-Matte-Lipstick/dp/B08M9NB6DM/ref=cm_cr_arp_d_product_top?ie=UTF8,"I am not happy with this order. The lipstick smells like a low branded product. Not happy with this order, The colour is nice, but the smell is not good....",15 Oct 2022,Prity singh,2.0,"['https://m.media-amazon.com/images/I/713al039WeL._SY88.jpg', 'https://m.media-amazon.com/images/I/81V71SwnunL._SY88.jpg']",Let it Snooze,Matte,Stick,Lightweight,1
Lipstick,Nykaa Fashion,Nykaa So Creme! Creamy Matte Lipstick - Let It Snooze,/Nykaa-Creme-Creamy-Matte-Lipstick/dp/B08M9NB6DM/ref=cm_cr_arp_d_product_top?ie=UTF8,,16 Mar 2022,SAG,5.0,"['https://m.media-amazon.com/images/I/618atdxXBpL._SY88.jpg', 'https://m.media-amazon.com/images/I/61PMh7-5P7L._SY88.jpg']",Let it Snooze,Matte,Stick,Lightweight,1
Lipstick,Nykaa Fashion,Nykaa So Creme! Creamy Matte Lipstick - Let It Snooze,/Nykaa-Creme-Creamy-Matte-Lipstick/dp/B08M9NB6DM/ref=cm_cr_arp_d_product_top?ie=UTF8,,25 Dec 2021,Amazon Customer,5.0,['https://m.media-amazon.com/images/I/61XNG+au2BL._SY88.jpg'],Let it Snooze,Matte,Stick,Lightweight,1
